Participant,Finished,cluster,question,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9
79,True,4,What is your experience with using open educational resources developed by others?,"I have some experience with open educational resources developed by others, but do not use them regularly",NA,NA,NA,NA,NA,NA,NA,NA
79,True,4,What is your experience with openly sharing educational resources that you developed?,"I am aware of open educational resources, but have not shared my own",NA,NA,NA,NA,NA,NA,NA,NA
79,True,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,I might lose control over how my educational resources are being used,I might not receive appropriate credit for my educational resources if I make them openly available,There could be issues related to intellectual property,"It might take too much time, effort, and resources",NA,NA,NA,NA,NA
79,True,5,"In your opinion, how important is to have an open dialogue with society in your work?",Very important,NA,NA,NA,NA,NA,NA,NA,NA
79,True,5,What is your experience engaging with society?,I regularly engage with society,NA,NA,NA,NA,NA,NA,NA,NA
79,True,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,"It might require too much time, effort, and resources",Designing the research might become too complex,NA,NA,NA,NA,NA,NA,NA
79,True,6,Do you expect EUR to support you in learning open science practices?,Yes,NA,NA,NA,NA,NA,NA,NA,NA
79,True,6,Which of the following open science practices would you like EUR to provide information or support for?,"Open data, materials, and/or code",Preregistration,NA,NA,NA,NA,NA,NA,NA
79,True,6,What support services provided at EUR have you used to make your data FAIR?,I attended a workshop on research data management,I looked up relevant information on the EUR website,NA,NA,NA,NA,NA,NA,NA
79,True,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,Yes,NA,NA,NA,NA,NA,NA,NA,NA
79,True,7,In what way were you recognized and rewarded?,Trust from my colleagues/supervisor/manager,Praised by my colleagues/supervisor/manager,NA,NA,NA,NA,NA,NA,NA
79,True,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,True,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,True,0,School,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,NA,NA,NA,NA,NA
80,True,0,Department,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,True,0,Position,Postdoc or researcher,NA,NA,NA,NA,NA,NA,NA,NA
80,True,1,"In your opinion, how important is Open Access for your work?",Very important,NA,NA,NA,NA,NA,NA,NA,NA
80,True,1,What is your experience with Open Access?,I have extensive experience with Open Access publishing,NA,NA,NA,NA,NA,NA,NA,NA
80,True,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature,NA,NA,NA,NA,NA,NA,NA
80,True,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,True,2,"In your opinion, how important are open data, materials, and/or code for your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
80,True,2,"What is your experience with using open data, materials, and/or code developed by others?","I have some experience with open data, materials, and/or code developed by others, but do not use them regularly",NA,NA,NA,NA,NA,NA,NA,NA
80,True,2,"What is your experience with openly sharing data, materials, and/or code that you developed?","I regularly share open data, materials, and/or code",NA,NA,NA,NA,NA,NA,NA,NA
80,True,2,Are you familiar with the FAIR principles for data and code?,I regularly follow the FAIR principles,NA,NA,NA,NA,NA,NA,NA,NA
80,True,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?",I do not share any of these concerns,NA,NA,NA,NA,NA,NA,NA,NA
80,True,3,"In your opinion, how important is preregistration for your work?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA
80,True,3,What is your experience with study preregistration?,"I am aware of study preregistration, but have not used it",NA,NA,NA,NA,NA,NA,NA,NA
80,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,Preregistration might delay data collection,Preregistration might lead to other people taking my research idea and implementing my plan,"It might take too much time, effort, and resources",NA,NA,NA,NA,NA,NA
80,True,4,"In your opinion, how important are open educational resources for your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
80,True,4,What is your experience with using open educational resources developed by others?,"I have some experience with open educational resources developed by others, but do not use them regularly",NA,NA,NA,NA,NA,NA,NA,NA
80,True,4,What is your experience with openly sharing educational resources that you developed?,"I am aware of open educational resources, but have not shared my own",NA,NA,NA,NA,NA,NA,NA,NA
80,True,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,I might not receive appropriate credit for my educational resources if I make them openly available,There could be issues related to intellectual property,NA,NA,NA,NA,NA,NA,NA
80,True,5,"In your opinion, how important is to have an open dialogue with society in your work?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA
80,True,5,What is your experience engaging with society?,"I am aware of engaging with society, but have not done it",NA,NA,NA,NA,NA,NA,NA,NA
80,True,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,"It might require too much time, effort, and resources","It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,NA,NA,NA,NA,NA,NA
80,True,6,Do you expect EUR to support you in learning open science practices?,Yes,NA,NA,NA,NA,NA,NA,NA,NA
80,True,6,Which of the following open science practices would you like EUR to provide information or support for?,Preregistration,Open educational resources,Open engagement of societal actors,NA,NA,NA,NA,NA,NA
80,True,6,What support services provided at EUR have you used to make your data FAIR?,I attended a workshop on research data management,I looked up relevant information on the EUR website,"I got advice on FAIR data/research data management from an expert (e.g., research data steward)","I am using available tools for FAIR data (e.g., EUR Data Repository)",NA,NA,NA,NA,NA
80,True,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,Yes,NA,NA,NA,NA,NA,NA,NA,NA
80,True,7,In what way were you recognized and rewarded?,Freedom to choose and initiate my own projects,Trust from my colleagues/supervisor/manager,Received an award,NA,NA,NA,NA,NA,NA
80,True,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,True,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,True,0,School,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,NA,NA,NA,NA,NA
81,True,0,Department,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,True,0,Position,Assistant Professor,NA,NA,NA,NA,NA,NA,NA,NA
81,True,1,"In your opinion, how important is Open Access for your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
81,True,1,What is your experience with Open Access?,I have extensive experience with Open Access publishing,NA,NA,NA,NA,NA,NA,NA,NA
81,True,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,NA,NA,NA,NA,NA,NA,NA,NA
81,True,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,True,2,"In your opinion, how important are open data, materials, and/or code for your work?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA
81,True,2,"What is your experience with using open data, materials, and/or code developed by others?","I am aware of open data, materials, and/or code developed by others, but have not used them",NA,NA,NA,NA,NA,NA,NA,NA
81,True,2,"What is your experience with openly sharing data, materials, and/or code that you developed?","I have some experience with open data, materials, and/or code, but do not share mine regularly",NA,NA,NA,NA,NA,NA,NA,NA
81,True,2,Are you familiar with the FAIR principles for data and code?,"I am aware of the FAIR principles, but have not followed them",NA,NA,NA,NA,NA,NA,NA,NA
81,True,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?","Others might criticise my data, materials, and/or code",NA,NA,NA,NA,NA,NA,NA,NA
81,True,3,"In your opinion, how important is preregistration for your work?",Not at all important,NA,NA,NA,NA,NA,NA,NA,NA
81,True,3,What is your experience with study preregistration?,"I am aware of study preregistration, but have not used it",NA,NA,NA,NA,NA,NA,NA,NA
81,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,I need to look at my data before I can decide how to best analyse it,"It might take too much time, effort, and resources",NA,NA,NA,NA,NA,NA,NA
81,True,4,"In your opinion, how important are open educational resources for your work?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA
81,True,4,What is your experience with using open educational resources developed by others?,"I have some experience with open educational resources developed by others, but do not use them regularly",NA,NA,NA,NA,NA,NA,NA,NA
81,True,4,What is your experience with openly sharing educational resources that you developed?,"I am aware of open educational resources, but have not shared my own",NA,NA,NA,NA,NA,NA,NA,NA
81,True,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,I do not share any of these concerns,NA,NA,NA,NA,NA,NA,NA,NA
81,True,5,"In your opinion, how important is to have an open dialogue with society in your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
81,True,5,What is your experience engaging with society?,"I have some experience with engaging with society, but do not do it regularly",NA,NA,NA,NA,NA,NA,NA,NA
81,True,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,I do not share any of these concerns,NA,NA,NA,NA,NA,NA,NA,NA
81,True,6,Do you expect EUR to support you in learning open science practices?,Yes,NA,NA,NA,NA,NA,NA,NA,NA
81,True,6,Which of the following open science practices would you like EUR to provide information or support for?,Open educational resources,Open engagement of societal actors,NA,NA,NA,NA,NA,NA,NA
81,True,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,True,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,Yes,NA,NA,NA,NA,NA,NA,NA,NA
81,True,7,In what way were you recognized and rewarded?,Freedom to choose and initiate my own projects,Trust from my colleagues/supervisor/manager,Praised by my colleagues/supervisor/manager,Received a promotion,NA,NA,NA,NA,NA
81,True,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,True,8,Is there anything else you would like to mention about Open Science practices?,No,NA,NA,NA,NA,NA,NA,NA,NA
82,True,0,School,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,NA,NA,NA,NA,NA
82,True,0,Department,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,True,0,Position,Full Professor,NA,NA,NA,NA,NA,NA,NA,NA
82,True,1,"In your opinion, how important is Open Access for your work?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA
82,True,1,What is your experience with Open Access?,I have some experience with Open Access publishing,NA,NA,NA,NA,NA,NA,NA,NA
82,True,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,Gold OA: Open Access journals might have lower quality articles,Gold OA: Open Access journals might not provide rigorous peer-review,Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,NA,NA,NA
82,True,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,True,2,"In your opinion, how important are open data, materials, and/or code for your work?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA
82,True,2,"What is your experience with using open data, materials, and/or code developed by others?","I am aware of open data, materials, and/or code developed by others, but have not used them",NA,NA,NA,NA,NA,NA,NA,NA
82,True,2,"What is your experience with openly sharing data, materials, and/or code that you developed?","I am aware of open data, materials, and/or code, but have not shared my own",NA,NA,NA,NA,NA,NA,NA,NA
82,True,2,Are you familiar with the FAIR principles for data and code?,"Until now, I hadn't heard of the FAIR principles",NA,NA,NA,NA,NA,NA,NA,NA
82,True,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?","I might lose control over how my data, materials, and/or code are being used","It might take too much time, effort, and resources",NA,NA,NA,NA,NA,NA,NA
82,True,3,"In your opinion, how important is preregistration for your work?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA
82,True,3,What is your experience with study preregistration?,"I am aware of study preregistration, but have not used it",NA,NA,NA,NA,NA,NA,NA,NA
82,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,I need to look at my data before I can decide how to best analyse it,Preregistration stifles research creativity or flexibility,Preregistration might lead to other people taking my research idea and implementing my plan,"It might take too much time, effort, and resources",NA,NA,NA,NA,NA
82,True,4,"In your opinion, how important are open educational resources for your work?",Slightly important,NA,NA,NA,NA,NA,NA,NA,NA
82,True,4,What is your experience with using open educational resources developed by others?,"I am aware of open educational resources developed by others, but have not used them",NA,NA,NA,NA,NA,NA,NA,NA
82,True,4,What is your experience with openly sharing educational resources that you developed?,"I am aware of open educational resources, but have not shared my own",NA,NA,NA,NA,NA,NA,NA,NA
82,True,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,I might not receive appropriate credit for my educational resources if I make them openly available,"It might take too much time, effort, and resources",NA,NA,NA,NA,NA,NA,NA
82,True,5,"In your opinion, how important is to have an open dialogue with society in your work?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA
82,True,5,What is your experience engaging with society?,"I have some experience with engaging with society, but do not do it regularly",NA,NA,NA,NA,NA,NA,NA,NA
82,True,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,"It might require too much time, effort, and resources","It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,NA,NA,NA,NA,NA,NA
82,True,6,Do you expect EUR to support you in learning open science practices?,Yes,NA,NA,NA,NA,NA,NA,NA,NA
82,True,6,Which of the following open science practices would you like EUR to provide information or support for?,Open access publishing,"Open data, materials, and/or code",Preregistration,Open educational resources,NA,NA,NA,NA,NA
82,True,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,True,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,I don't know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA
82,True,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,True,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,True,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,True,0,School,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,NA,NA,NA,NA,NA
83,True,0,Department,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,True,0,Position,Assistant Professor,NA,NA,NA,NA,NA,NA,NA,NA
83,True,1,"In your opinion, how important is Open Access for your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
83,True,1,What is your experience with Open Access?,I have extensive experience with Open Access publishing,NA,NA,NA,NA,NA,NA,NA,NA
83,True,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,Green OA (self-archiving): Making my work available pre-publication might reduce the number of citations to the ultimately published work,Gold OA: Open Access journals might have lower quality articles,Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,NA,NA,NA
83,True,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,True,2,"In your opinion, how important are open data, materials, and/or code for your work?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA
83,True,2,"What is your experience with using open data, materials, and/or code developed by others?","I am aware of open data, materials, and/or code developed by others, but have not used them",NA,NA,NA,NA,NA,NA,NA,NA
83,True,2,"What is your experience with openly sharing data, materials, and/or code that you developed?","I am aware of open data, materials, and/or code, but have not shared my own",NA,NA,NA,NA,NA,NA,NA,NA
83,True,2,Are you familiar with the FAIR principles for data and code?,"I am aware of the FAIR principles, but have not followed them",NA,NA,NA,NA,NA,NA,NA,NA
83,True,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?","Others might find it difficult to understand my data, materials, and/or code","I might lose control over how my data, materials, and/or code are being used","I might not receive appropriate credit for data, materials, and/or code if I make them openly available",NA,NA,NA,NA,NA,NA
83,True,3,"In your opinion, how important is preregistration for your work?",Very important,NA,NA,NA,NA,NA,NA,NA,NA
83,True,3,What is your experience with study preregistration?,"I have some experience with study preregistration, but do not use it regularly",NA,NA,NA,NA,NA,NA,NA,NA
83,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,Preregistration prevents exploratory research,NA,NA,NA,NA,NA,NA,NA,NA
83,True,4,"In your opinion, how important are open educational resources for your work?",Very important,NA,NA,NA,NA,NA,NA,NA,NA
83,True,4,What is your experience with using open educational resources developed by others?,"I have some experience with open educational resources developed by others, but do not use them regularly",NA,NA,NA,NA,NA,NA,NA,NA
83,True,4,What is your experience with openly sharing educational resources that you developed?,"I have some experience with open educational resources, but do not share mine regularly",NA,NA,NA,NA,NA,NA,NA,NA
83,True,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,Others might find it difficult to understand my educational resources,I might lose control over how my educational resources are being used,I might not receive appropriate credit for my educational resources if I make them openly available,There could be issues related to intellectual property,NA,NA,NA,NA,NA
83,True,5,"In your opinion, how important is to have an open dialogue with society in your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
83,True,5,What is your experience engaging with society?,"I have some experience with engaging with society, but do not do it regularly",NA,NA,NA,NA,NA,NA,NA,NA
83,True,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,"It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,NA,NA,NA,NA,NA,NA,NA
83,True,6,Do you expect EUR to support you in learning open science practices?,I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA
83,True,6,Which of the following open science practices would you like EUR to provide information or support for?,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,True,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,True,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,I don't know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA
83,True,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,True,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,True,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,True,0,School,Erasmus School of Social and Behavioural Sciences (ESSB),NA,NA,NA,NA,NA,NA,NA,NA
84,True,0,Department,Psychology,NA,NA,NA,NA,NA,NA,NA,NA
84,True,0,Position,PhD candidate,NA,NA,NA,NA,NA,NA,NA,NA
84,True,1,"In your opinion, how important is Open Access for your work?",Very important,NA,NA,NA,NA,NA,NA,NA,NA
84,True,1,What is your experience with Open Access?,I have extensive experience with Open Access publishing,NA,NA,NA,NA,NA,NA,NA,NA
84,True,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,NA,NA,NA,NA,NA,NA
84,True,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,True,2,"In your opinion, how important are open data, materials, and/or code for your work?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA
84,True,2,"What is your experience with using open data, materials, and/or code developed by others?","I am aware of open data, materials, and/or code developed by others, but have not used them",NA,NA,NA,NA,NA,NA,NA,NA
84,True,2,"What is your experience with openly sharing data, materials, and/or code that you developed?","I have some experience with open data, materials, and/or code, but do not share mine regularly",NA,NA,NA,NA,NA,NA,NA,NA
84,True,2,Are you familiar with the FAIR principles for data and code?,"I have some experience with the FAIR principles, but do not follow them regularly",NA,NA,NA,NA,NA,NA,NA,NA
84,True,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?","Others might criticise my data, materials, and/or code",Others might find errors in my published work,"Others might find it difficult to understand my data, materials, and/or code","Sharing data, materials, and/or code could result in others asking me to provide assistance for their research","I might lose control over how my data, materials, and/or code are being used","I might not receive appropriate credit for data, materials, and/or code if I make them openly available",There could be issues related to intellectual property,NA,NA
84,True,3,"In your opinion, how important is preregistration for your work?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA
84,True,3,What is your experience with study preregistration?,"I have some experience with study preregistration, but do not use it regularly",NA,NA,NA,NA,NA,NA,NA,NA
84,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,I need to look at my data before I can decide how to best analyse it,NA,NA,NA,NA,NA,NA,NA,NA
84,True,4,"In your opinion, how important are open educational resources for your work?",Moderately important,NA,NA,NA,NA,NA,NA,NA,NA
84,True,4,What is your experience with using open educational resources developed by others?,"I have some experience with open educational resources developed by others, but do not use them regularly",NA,NA,NA,NA,NA,NA,NA,NA
84,True,4,What is your experience with openly sharing educational resources that you developed?,"I am aware of open educational resources, but have not shared my own",NA,NA,NA,NA,NA,NA,NA,NA
84,True,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,I might lose control over how my educational resources are being used,I might not receive appropriate credit for my educational resources if I make them openly available,There could be issues related to intellectual property,NA,NA,NA,NA,NA,NA
84,True,5,"In your opinion, how important is to have an open dialogue with society in your work?",Very important,NA,NA,NA,NA,NA,NA,NA,NA
84,True,5,What is your experience engaging with society?,I regularly engage with society,NA,NA,NA,NA,NA,NA,NA,NA
84,True,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,"It might require too much time, effort, and resources","It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,NA,NA,NA,NA,NA,NA
84,True,6,Do you expect EUR to support you in learning open science practices?,Yes,NA,NA,NA,NA,NA,NA,NA,NA
84,True,6,Which of the following open science practices would you like EUR to provide information or support for?,Open access publishing,"Open data, materials, and/or code",Preregistration,Open educational resources,Other_information on how to finances open access publications that are not covered by regular contracts (think of Frontiers for example).,NA,NA,NA,NA
84,True,6,What support services provided at EUR have you used to make your data FAIR?,I attended a workshop on research data management,I looked up relevant information on the EUR website,"I am using available tools for FAIR data (e.g., EUR Data Repository)",NA,NA,NA,NA,NA,NA
84,True,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,No,NA,NA,NA,NA,NA,NA,NA,NA
84,True,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,True,7,In what way do you expect to be recognized and rewarded?,Freedom to choose and initiate my own projects,Trust from my colleagues/supervisor/manager,Praise by my colleagues/supervisor/manager,NA,NA,NA,NA,NA,NA
84,True,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,True,0,School,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,NA,NA,NA,NA,NA
85,True,0,Department,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,True,0,Position,PhD candidate,NA,NA,NA,NA,NA,NA,NA,NA
85,True,1,"In your opinion, how important is Open Access for your work?",Very important,NA,NA,NA,NA,NA,NA,NA,NA
85,True,1,What is your experience with Open Access?,I have some experience with Open Access publishing,NA,NA,NA,NA,NA,NA,NA,NA
85,True,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA
85,True,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,True,2,"In your opinion, how important are open data, materials, and/or code for your work?",Very important,NA,NA,NA,NA,NA,NA,NA,NA
85,True,2,"What is your experience with using open data, materials, and/or code developed by others?","I have some experience with open data, materials, and/or code developed by others, but do not use them regularly",NA,NA,NA,NA,NA,NA,NA,NA
85,True,2,"What is your experience with openly sharing data, materials, and/or code that you developed?",I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA
85,True,2,Are you familiar with the FAIR principles for data and code?,"Until now, I hadn't heard of the FAIR principles",NA,NA,NA,NA,NA,NA,NA,NA
85,True,2,"The following are possible concerns that researchers could have about making data, materials, and/or code developed by them openly available. Which of these concerns would you agree with?",I do not share any of these concerns,NA,NA,NA,NA,NA,NA,NA,NA
85,True,3,"In your opinion, how important is preregistration for your work?",Very important,NA,NA,NA,NA,NA,NA,NA,NA
85,True,3,What is your experience with study preregistration?,"I am aware of study preregistration, but have not used it",NA,NA,NA,NA,NA,NA,NA,NA
85,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,Preregistration might delay data collection,NA,NA,NA,NA,NA,NA,NA,NA
85,True,4,"In your opinion, how important are open educational resources for your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
85,True,4,What is your experience with using open educational resources developed by others?,"I have some experience with open educational resources developed by others, but do not use them regularly",NA,NA,NA,NA,NA,NA,NA,NA
85,True,4,What is your experience with openly sharing educational resources that you developed?,I don’t know/prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA
85,True,4,The following are possible concerns that researchers could have about making educational resources developed by them openly available. Which of these concerns would you agree with?,I do not share any of these concerns,NA,NA,NA,NA,NA,NA,NA,NA
85,True,5,"In your opinion, how important is to have an open dialogue with society in your work?",Very important,NA,NA,NA,NA,NA,NA,NA,NA
85,True,5,What is your experience engaging with society?,I regularly engage with society,NA,NA,NA,NA,NA,NA,NA,NA
85,True,5,The following are possible concerns that researchers could have about engaging with society. Which of these concerns would apply to you?,I do not share any of these concerns,NA,NA,NA,NA,NA,NA,NA,NA
85,True,6,Do you expect EUR to support you in learning open science practices?,Yes,NA,NA,NA,NA,NA,NA,NA,NA
85,True,6,Which of the following open science practices would you like EUR to provide information or support for?,"Open data, materials, and/or code",Preregistration,Open engagement of societal actors,NA,NA,NA,NA,NA,NA
85,True,6,What support services provided at EUR have you used to make your data FAIR?,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,True,7,Do you feel recognized and rewarded by EUR (e.g. in the R&O cycle or appraisal conversation) for the Open Science activities you undertake?,I do not undertake any Open Science activities,NA,NA,NA,NA,NA,NA,NA,NA
85,True,7,In what way were you recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,True,7,In what way do you expect to be recognized and rewarded?,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,True,8,Is there anything else you would like to mention about Open Science practices?,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,True,0,School,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,NA,NA,NA,NA,NA
86,True,0,Department,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,True,0,Position,Full Professor,NA,NA,NA,NA,NA,NA,NA,NA
86,True,1,"In your opinion, how important is Open Access for your work?",Very important,NA,NA,NA,NA,NA,NA,NA,NA
86,True,1,What is your experience with Open Access?,I have extensive experience with Open Access publishing,NA,NA,NA,NA,NA,NA,NA,NA
86,True,1,The following are possible concerns that researchers could have about Open Access publishing. Which of these concerns would you agree with?,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,NA,NA,NA,NA,NA,NA,NA,NA
86,True,1,Is there anything you want to share with us regarding your experiences with Open Access?,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,True,2,"In your opinion, how important are open data, materials, and/or code for your work?",Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
86,True,2,"What is your experience with using open data, materials, and/or code developed by others?","I have some experience with open data, materials, and/or code developed by others, but do not use them regularly",NA,NA,NA,NA,NA,NA,NA,NA
86,True,2,"What is your experience with openly sharing data, materials, and/or code that you developed?","I regularly share open data, materials, and/or code",NA,NA,NA,NA,NA,NA,NA,NA
